n,trials,total_mean_s,total_std_s,read_mean_s,compute_mean_s,write_mean_s
5000,17,0.12015847247058824,0.0013335231641434593,0.03772900247058823,0.08217979141176471,0.0002203469411764706
10000,5,0.4763346192,0.009660885895997052,0.1473986338,0.32864579660000004,0.0002568792
15000,5,1.0562046904,0.021091125652766586,0.3164632222,0.739418974,0.0002737628
20000,5,1.8637319872,0.038322409090411264,0.547257043,1.3160952662,0.0003145214
25000,5,2.8851955935999998,0.06371388774148727,0.8309075499999999,2.0538576692,0.000352901
30000,5,4.1666597908,0.08756499624960172,1.2065871178,2.9596416474,0.0003377386
35000,5,5.6701944918,0.11339144529564414,1.6392706016,4.0302782124,0.0005383502
40000,5,7.8266156508,0.29063941729525217,2.4278965992,5.3981222618,0.0004684486
