neutron_id,step,x_start,y_start,x_end,y_end,event
100,1,0.0000000000,0.0000000000,1.3930576882,0.0000000000,scatter
100,2,1.3930576882,0.0000000000,1.2328404998,-0.0819392168,scatter
100,3,1.2328404998,-0.0819392168,1.6925123501,-0.0350081660,scatter
100,4,1.6925123501,-0.0350081660,0.6707558771,-3.3043168547,absorb
200,1,0.0000000000,0.0000000000,4.2500000000,0.0000000000,exit_right
300,1,0.0000000000,0.0000000000,1.1554841685,0.0000000000,scatter
300,2,1.1554841685,0.0000000000,1.3551689255,0.1294518552,scatter
300,3,1.3551689255,0.1294518552,0.8106500414,0.2070810107,scatter
300,4,0.8106500414,0.2070810107,1.8528880182,-0.2817598016,scatter
300,5,1.8528880182,-0.2817598016,1.4780442365,-0.4233185197,absorb
400,1,0.0000000000,0.0000000000,4.2500000000,0.0000000000,exit_right
500,1,0.0000000000,0.0000000000,2.1394992416,0.0000000000,absorb
600,1,0.0000000000,0.0000000000,1.4389059612,0.0000000000,scatter
600,2,1.4389059612,0.0000000000,1.6111882941,0.3430309297,scatter
600,3,1.6111882941,0.3430309297,4.2500000000,-1.5398959840,exit_right
700,1,0.0000000000,0.0000000000,1.4837828560,0.0000000000,scatter
700,2,1.4837828560,0.0000000000,0.7695089766,0.5619420034,absorb
800,1,0.0000000000,0.0000000000,2.5791675253,0.0000000000,absorb
900,1,0.0000000000,0.0000000000,1.3137510510,0.0000000000,scatter
900,2,1.3137510510,0.0000000000,1.8280476031,-2.0614259950,scatter
900,3,1.8280476031,-2.0614259950,0.3733284999,-3.9455199484,absorb
1000,1,0.0000000000,0.0000000000,4.2500000000,0.0000000000,exit_right
1100,1,0.0000000000,0.0000000000,0.2988393660,0.0000000000,absorb
1200,1,0.0000000000,0.0000000000,0.7051175043,0.0000000000,scatter
1200,2,0.7051175043,0.0000000000,1.0198589959,0.1701561706,absorb
1300,1,0.0000000000,0.0000000000,2.0177492405,0.0000000000,scatter
1300,2,2.0177492405,0.0000000000,4.2500000000,0.7794304603,exit_right
1400,1,0.0000000000,0.0000000000,0.7709481328,0.0000000000,absorb
1500,1,0.0000000000,0.0000000000,0.3917327259,0.0000000000,absorb
1600,1,0.0000000000,0.0000000000,0.4659255404,0.0000000000,scatter
1600,2,0.4659255404,0.0000000000,1.1128060322,-0.9633741998,scatter
1600,3,1.1128060322,-0.9633741998,0.0000000000,-1.5394280713,exit_left
1700,1,0.0000000000,0.0000000000,0.2988599227,0.0000000000,scatter
1700,2,0.2988599227,0.0000000000,4.2500000000,2.5297670617,exit_right
1800,1,0.0000000000,0.0000000000,0.9817245079,0.0000000000,scatter
1800,2,0.9817245079,0.0000000000,2.8918382328,-1.3403889709,absorb
1900,1,0.0000000000,0.0000000000,0.3947254633,0.0000000000,absorb
2000,1,0.0000000000,0.0000000000,1.2037977926,0.0000000000,absorb
2100,1,0.0000000000,0.0000000000,1.5373596902,0.0000000000,scatter
2100,2,1.5373596902,0.0000000000,2.0383413591,0.7472115665,scatter
2100,3,2.0383413591,0.7472115665,1.8121627478,4.2170809482,scatter
2100,4,1.8121627478,4.2170809482,1.4036184702,6.3081166416,scatter
2100,5,1.4036184702,6.3081166416,0.0000000000,5.9476715184,exit_left
2200,1,0.0000000000,0.0000000000,3.8715824066,0.0000000000,scatter
2200,2,3.8715824066,0.0000000000,3.4089838286,-0.0198737497,scatter
2200,3,3.4089838286,-0.0198737497,0.0000000000,0.3476018400,exit_left
2300,1,0.0000000000,0.0000000000,0.1944080238,0.0000000000,scatter
2300,2,0.1944080238,0.0000000000,1.6556950130,1.4254849645,scatter
2300,3,1.6556950130,1.4254849645,1.5986631632,1.3588702762,absorb
2400,1,0.0000000000,0.0000000000,4.2500000000,0.0000000000,exit_right
2500,1,0.0000000000,0.0000000000,2.0121360099,0.0000000000,absorb
2600,1,0.0000000000,0.0000000000,3.9106605261,0.0000000000,scatter
2600,2,3.9106605261,0.0000000000,4.2500000000,0.7114736182,exit_right
2700,1,0.0000000000,0.0000000000,4.0498432889,0.0000000000,scatter
2700,2,4.0498432889,0.0000000000,1.9870275846,-0.0081535335,scatter
2700,3,1.9870275846,-0.0081535335,1.6738828205,-0.7103785154,absorb
2800,1,0.0000000000,0.0000000000,1.0896701738,0.0000000000,absorb
2900,1,0.0000000000,0.0000000000,0.4337129040,0.0000000000,scatter
2900,2,0.4337129040,0.0000000000,0.9702493912,1.3995468198,scatter
2900,3,0.9702493912,1.3995468198,4.2500000000,-1.4515455335,exit_right
3000,1,0.0000000000,0.0000000000,0.6177727365,0.0000000000,scatter
3000,2,0.6177727365,0.0000000000,0.0247458168,-0.5899308946,scatter
3000,3,0.0247458168,-0.5899308946,0.3858306141,0.5512203214,scatter
3000,4,0.3858306141,0.5512203214,0.1161836861,0.6425830577,scatter
3000,5,0.1161836861,0.6425830577,0.1279735976,0.6270802374,scatter
3000,6,0.1279735976,0.6270802374,0.6322833514,0.5895310936,scatter
3000,7,0.6322833514,0.5895310936,0.6732886540,0.4848906595,scatter
3000,8,0.6732886540,0.4848906595,0.1049777565,0.1056048155,absorb
3100,1,0.0000000000,0.0000000000,0.5033315482,0.0000000000,scatter
3100,2,0.5033315482,0.0000000000,1.3761397817,5.1539864913,scatter
3100,3,1.3761397817,5.1539864913,1.6448710147,5.3022994858,scatter
3100,4,1.6448710147,5.3022994858,2.9501616005,7.0694244356,scatter
3100,5,2.9501616005,7.0694244356,2.9636490290,7.0763065688,scatter
3100,6,2.9636490290,7.0763065688,3.1228418667,5.6070121143,absorb
