neutron_id,step,x_start,y_start,x_end,y_end,event
100,1,0.0000000000,0.0000000000,1.1614970992,0.0000000000,scatter
100,2,1.1614970992,0.0000000000,2.0000000000,-0.5854139620,exit_right
200,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
300,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
400,1,0.0000000000,0.0000000000,0.7916718788,0.0000000000,scatter
400,2,0.7916718788,0.0000000000,0.0000000000,1.1279937484,exit_left
500,1,0.0000000000,0.0000000000,1.1655188921,0.0000000000,absorb
600,1,0.0000000000,0.0000000000,1.3104684853,0.0000000000,absorb
700,1,0.0000000000,0.0000000000,1.1502428424,0.0000000000,scatter
700,2,1.1502428424,0.0000000000,0.5272327132,-1.2933584479,scatter
700,3,0.5272327132,-1.2933584479,0.1083444506,-1.9235046828,scatter
700,4,0.1083444506,-1.9235046828,2.0000000000,-2.5198652883,exit_right
800,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
900,1,0.0000000000,0.0000000000,0.1262836652,0.0000000000,absorb
1000,1,0.0000000000,0.0000000000,1.0524370889,0.0000000000,scatter
1000,2,1.0524370889,0.0000000000,0.2509636296,-0.0923127995,scatter
1000,3,0.2509636296,-0.0923127995,0.0000000000,-1.2495968254,exit_left
1100,1,0.0000000000,0.0000000000,1.0990286069,0.0000000000,scatter
1100,2,1.0990286069,0.0000000000,0.0000000000,1.4120693110,exit_left
1200,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
1300,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
1400,1,0.0000000000,0.0000000000,1.2435500647,0.0000000000,scatter
1400,2,1.2435500647,0.0000000000,1.3530801606,-0.0632699061,scatter
1400,3,1.3530801606,-0.0632699061,0.5088998441,-0.5455102850,scatter
1400,4,0.5088998441,-0.5455102850,0.5007713606,-0.5280903160,absorb
1500,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
1600,1,0.0000000000,0.0000000000,1.7013866565,0.0000000000,scatter
1600,2,1.7013866565,0.0000000000,2.0000000000,0.4924519776,exit_right
1700,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
1800,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
1900,1,0.0000000000,0.0000000000,0.6231732037,0.0000000000,scatter
1900,2,0.6231732037,0.0000000000,0.5406455332,0.1198706531,scatter
1900,3,0.5406455332,0.1198706531,1.9923577319,1.4009884475,scatter
1900,4,1.9923577319,1.4009884475,1.2835512153,4.0372605468,scatter
1900,5,1.2835512153,4.0372605468,0.0000000000,4.3660468832,exit_left
2000,1,0.0000000000,0.0000000000,0.8618026947,0.0000000000,absorb
2100,1,0.0000000000,0.0000000000,1.4646715361,0.0000000000,scatter
2100,2,1.4646715361,0.0000000000,1.6998838262,1.0017865000,scatter
2100,3,1.6998838262,1.0017865000,2.0000000000,1.2669859530,exit_right
2200,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
2300,1,0.0000000000,0.0000000000,0.9618959673,0.0000000000,scatter
2300,2,0.9618959673,0.0000000000,0.8634378378,-2.2473586826,scatter
2300,3,0.8634378378,-2.2473586826,0.0000000000,-2.6604338683,exit_left
2400,1,0.0000000000,0.0000000000,0.8058791082,0.0000000000,scatter
2400,2,0.8058791082,0.0000000000,0.5773886255,-0.1142212090,scatter
2400,3,0.5773886255,-0.1142212090,0.0484092451,-1.2447874176,scatter
2400,4,0.0484092451,-1.2447874176,0.3091878876,-1.4467193252,scatter
2400,5,0.3091878876,-1.4467193252,1.1771942493,-2.1378395042,scatter
2400,6,1.1771942493,-2.1378395042,1.2499959111,-5.0767089074,absorb
2500,1,0.0000000000,0.0000000000,0.3742106411,0.0000000000,scatter
2500,2,0.3742106411,0.0000000000,0.4822609101,0.9010319569,scatter
2500,3,0.4822609101,0.9010319569,0.6019034629,0.8889171447,absorb
2600,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
2700,1,0.0000000000,0.0000000000,0.6173307895,0.0000000000,absorb
2800,1,0.0000000000,0.0000000000,1.7066618780,0.0000000000,scatter
2800,2,1.7066618780,0.0000000000,1.2081746636,0.0021199570,scatter
2800,3,1.2081746636,0.0021199570,0.7404101009,0.1813520543,scatter
2800,4,0.7404101009,0.1813520543,0.0000000000,0.2544615855,exit_left
2900,1,0.0000000000,0.0000000000,2.0000000000,0.0000000000,exit_right
3000,1,0.0000000000,0.0000000000,1.8801256994,0.0000000000,scatter
