neutron_id,step,x_start,y_start,x_end,y_end,event
100,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
200,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
300,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
400,1,0.0000000000,0.0000000000,0.3739189355,0.0000000000,scatter
400,2,0.3739189355,0.0000000000,0.0000000000,0.4011179896,exit_left
500,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
600,1,0.0000000000,0.0000000000,0.0722141676,0.0000000000,scatter
600,2,0.0722141676,0.0000000000,0.0000000000,0.1014440942,exit_left
700,1,0.0000000000,0.0000000000,0.4902554058,0.0000000000,scatter
700,2,0.4902554058,0.0000000000,0.7500000000,0.5518897501,exit_right
800,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
900,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
1000,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
1100,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
1200,1,0.0000000000,0.0000000000,0.7315246333,0.0000000000,scatter
1200,2,0.7315246333,0.0000000000,0.6057509996,-0.1434204047,scatter
1200,3,0.6057509996,-0.1434204047,0.7500000000,-1.0378915311,exit_right
1300,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
1400,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
1500,1,0.0000000000,0.0000000000,0.7259759249,0.0000000000,scatter
1500,2,0.7259759249,0.0000000000,0.7500000000,-0.0276542019,exit_right
1600,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
1700,1,0.0000000000,0.0000000000,0.4087656853,0.0000000000,scatter
1700,2,0.4087656853,0.0000000000,0.7500000000,-0.0791545539,exit_right
1800,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
1900,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2000,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2100,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2200,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2300,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2400,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2500,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2600,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2700,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2800,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
2900,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3000,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3100,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3200,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3300,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3400,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3500,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3600,1,0.0000000000,0.0000000000,0.1328143109,0.0000000000,absorb
3700,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
3800,1,0.0000000000,0.0000000000,0.0338970382,0.0000000000,scatter
3800,2,0.0338970382,0.0000000000,0.0000000000,0.2745343760,exit_left
3900,1,0.0000000000,0.0000000000,0.5614792168,0.0000000000,scatter
3900,2,0.5614792168,0.0000000000,0.0000000000,-0.0298803756,exit_left
4000,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
4100,1,0.0000000000,0.0000000000,0.4644807052,0.0000000000,scatter
4100,2,0.4644807052,0.0000000000,0.7500000000,-0.3363396413,exit_right
4200,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
4300,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
4400,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
4500,1,0.0000000000,0.0000000000,0.7500000000,0.0000000000,exit_right
4600,1,0.0000000000,0.0000000000,0.7317962247,0.0000000000,absorb
4700,1,0.0000000000,0.0000000000,0.7458146711,0.0000000000,absorb
