neutron_id,step,x_start,y_start,x_end,y_end,event
100,1,0.0000000000,0.0000000000,0.8610749682,0.0000000000,scatter
100,2,0.8610749682,0.0000000000,0.4040718022,-0.0075085519,scatter
100,3,0.4040718022,-0.0075085519,0.0000000000,-0.1189372260,exit_left
200,1,0.0000000000,0.0000000000,0.3238639119,0.0000000000,scatter
200,2,0.3238639119,0.0000000000,0.0000000000,-0.1400791078,exit_left
300,1,0.0000000000,0.0000000000,1.5885817748,0.0000000000,absorb
400,1,0.0000000000,0.0000000000,1.6052427333,0.0000000000,scatter
400,2,1.6052427333,0.0000000000,2.8190330185,-1.4111069665,scatter
400,3,2.8190330185,-1.4111069665,3.0000000000,-0.9813752427,exit_right
500,1,0.0000000000,0.0000000000,1.7415929650,0.0000000000,scatter
500,2,1.7415929650,0.0000000000,2.3836291307,0.4028741702,scatter
500,3,2.3836291307,0.4028741702,2.1919830389,0.4804798961,scatter
500,4,2.1919830389,0.4804798961,3.0000000000,0.5987489462,exit_right
600,1,0.0000000000,0.0000000000,1.4261632568,0.0000000000,scatter
600,2,1.4261632568,0.0000000000,0.4483063305,1.6779956205,scatter
600,3,0.4483063305,1.6779956205,1.1459602929,1.5016095735,scatter
600,4,1.1459602929,1.5016095735,0.0000000000,0.7525497038,exit_left
700,1,0.0000000000,0.0000000000,0.0230913745,0.0000000000,scatter
700,2,0.0230913745,0.0000000000,0.0000000000,0.0043548477,exit_left
800,1,0.0000000000,0.0000000000,1.1647276382,0.0000000000,scatter
800,2,1.1647276382,0.0000000000,3.0000000000,-0.6480513055,exit_right
900,1,0.0000000000,0.0000000000,2.7769616743,0.0000000000,scatter
900,2,2.7769616743,0.0000000000,3.0000000000,-1.1882782231,exit_right
1000,1,0.0000000000,0.0000000000,0.8493023114,0.0000000000,scatter
1000,2,0.8493023114,0.0000000000,1.5492169167,0.0431636696,scatter
1000,3,1.5492169167,0.0431636696,2.0330101786,-0.5066161956,scatter
1000,4,2.0330101786,-0.5066161956,1.3848391632,-1.8174388596,scatter
1000,5,1.3848391632,-1.8174388596,1.2432215621,-2.6908197637,scatter
1000,6,1.2432215621,-2.6908197637,1.1302826913,-1.9226797388,scatter
1000,7,1.1302826913,-1.9226797388,1.0902440384,-1.8731661264,absorb
1100,1,0.0000000000,0.0000000000,3.0000000000,0.0000000000,exit_right
1200,1,0.0000000000,0.0000000000,0.7877512657,0.0000000000,scatter
1200,2,0.7877512657,0.0000000000,0.6306503947,0.0002281642,scatter
1200,3,0.6306503947,0.0002281642,0.0000000000,0.0175619072,exit_left
1300,1,0.0000000000,0.0000000000,1.0874874255,0.0000000000,absorb
1400,1,0.0000000000,0.0000000000,3.0000000000,0.0000000000,exit_right
1500,1,0.0000000000,0.0000000000,0.4725093435,0.0000000000,scatter
1500,2,0.4725093435,0.0000000000,0.6208651763,-0.2261192169,absorb
1600,1,0.0000000000,0.0000000000,1.5125370244,0.0000000000,scatter
1600,2,1.5125370244,0.0000000000,1.2244364709,-0.1039794032,scatter
1600,3,1.2244364709,-0.1039794032,1.4561852797,0.0464011803,scatter
1600,4,1.4561852797,0.0464011803,0.7615080239,-0.2282935773,scatter
1600,5,0.7615080239,-0.2282935773,1.5497290680,-0.0603018332,scatter
1600,6,1.5497290680,-0.0603018332,3.0000000000,-1.0060365645,exit_right
1700,1,0.0000000000,0.0000000000,0.7833015497,0.0000000000,absorb
1800,1,0.0000000000,0.0000000000,1.1458762592,0.0000000000,scatter
1800,2,1.1458762592,0.0000000000,0.0000000000,2.2431344288,exit_left
1900,1,0.0000000000,0.0000000000,1.2287377974,0.0000000000,scatter
1900,2,1.2287377974,0.0000000000,1.2334219525,-0.7592313480,scatter
1900,3,1.2334219525,-0.7592313480,0.9056539482,-0.5455573212,scatter
1900,4,0.9056539482,-0.5455573212,2.3611479708,-1.7561188616,scatter
1900,5,2.3611479708,-1.7561188616,1.7314264303,-2.3170408329,scatter
1900,6,1.7314264303,-2.3170408329,3.0000000000,-1.6115847725,exit_right
2000,1,0.0000000000,0.0000000000,1.7270273887,0.0000000000,absorb
2100,1,0.0000000000,0.0000000000,3.0000000000,0.0000000000,exit_right
2200,1,0.0000000000,0.0000000000,2.5917078163,0.0000000000,scatter
2200,2,2.5917078163,0.0000000000,2.3449943883,0.4760259407,scatter
2200,3,2.3449943883,0.4760259407,0.0000000000,-0.6638419826,exit_left
2300,1,0.0000000000,0.0000000000,0.1696178508,0.0000000000,absorb
2400,1,0.0000000000,0.0000000000,3.0000000000,0.0000000000,exit_right
2500,1,0.0000000000,0.0000000000,1.7324480927,0.0000000000,scatter
2500,2,1.7324480927,0.0000000000,0.0000000000,-3.0291962373,exit_left
2600,1,0.0000000000,0.0000000000,1.7602152514,0.0000000000,absorb
2700,1,0.0000000000,0.0000000000,0.1615802418,0.0000000000,scatter
2700,2,0.1615802418,0.0000000000,0.0000000000,0.1075714506,exit_left
2800,1,0.0000000000,0.0000000000,0.7968154397,0.0000000000,scatter
2800,2,0.7968154397,0.0000000000,0.0000000000,-1.4875141347,exit_left
2900,1,0.0000000000,0.0000000000,1.6056430765,0.0000000000,absorb
3000,1,0.0000000000,0.0000000000,0.6091574881,0.0000000000,scatter
3000,2,0.6091574881,0.0000000000,0.0000000000,0.2325100339,exit_left
3100,1,0.0000000000,0.0000000000,0.6142408885,0.0000000000,scatter
3100,2,0.6142408885,0.0000000000,1.0304235819,0.0467487843,scatter
3100,3,1.0304235819,0.0467487843,0.3765840816,0.4082490086,scatter
3100,4,0.3765840816,0.4082490086,0.4335547370,1.1692318506,scatter
3100,5,0.4335547370,1.1692318506,2.0867996351,-0.7600693324,scatter
3100,6,2.0867996351,-0.7600693324,2.1920990114,-1.3635425180,scatter
3100,7,2.1920990114,-1.3635425180,3.0000000000,-0.3744671921,exit_right
3200,1,0.0000000000,0.0000000000,0.6446041885,0.0000000000,scatter
3200,2,0.6446041885,0.0000000000,1.4569753844,-0.1233225926,scatter
3200,3,1.4569753844,-0.1233225926,2.0877487813,0.5132531067,scatter
3200,4,2.0877487813,0.5132531067,3.0000000000,1.4699450997,exit_right
3300,1,0.0000000000,0.0000000000,3.0000000000,0.0000000000,exit_right
3400,1,0.0000000000,0.0000000000,0.0866656912,0.0000000000,scatter
3400,2,0.0866656912,0.0000000000,0.0000000000,-0.0482955886,exit_left
3500,1,0.0000000000,0.0000000000,3.0000000000,0.0000000000,exit_right
3600,1,0.0000000000,0.0000000000,3.0000000000,0.0000000000,exit_right
3700,1,0.0000000000,0.0000000000,0.0483894386,0.0000000000,scatter
3700,2,0.0483894386,0.0000000000,0.0000000000,0.1332181956,exit_left
3800,1,0.0000000000,0.0000000000,1.1045886267,0.0000000000,scatter
