neutron_id,step,x_start,y_start,x_end,y_end,event
100,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
200,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
300,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
400,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
500,1,0.0000000000,0.0000000000,0.9131014690,0.0000000000,absorb
600,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
700,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
800,1,0.0000000000,0.0000000000,0.4802154178,0.0000000000,scatter
800,2,0.4802154178,0.0000000000,0.5762357889,0.6521531543,scatter
800,3,0.5762357889,0.6521531543,0.0000000000,1.3859748171,exit_left
900,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1000,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1100,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1200,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1300,1,0.0000000000,0.0000000000,0.8128027049,0.0000000000,absorb
1400,1,0.0000000000,0.0000000000,0.6830917361,0.0000000000,scatter
1400,2,0.6830917361,0.0000000000,0.5670129420,-3.0624288465,scatter
1400,3,0.5670129420,-3.0624288465,1.0000000000,-2.3841324299,exit_right
1500,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1600,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1700,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1800,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
1900,1,0.0000000000,0.0000000000,0.7457251512,0.0000000000,absorb
2000,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
2100,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
2200,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
2300,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
2400,1,0.0000000000,0.0000000000,0.7746533602,0.0000000000,scatter
2400,2,0.7746533602,0.0000000000,0.0000000000,0.2808172219,exit_left
2500,1,0.0000000000,0.0000000000,0.9319588320,0.0000000000,scatter
2500,2,0.9319588320,0.0000000000,1.0000000000,-0.1560591677,exit_right
2600,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
2700,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
2800,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
2900,1,0.0000000000,0.0000000000,1.0000000000,0.0000000000,exit_right
3000,1,0.0000000000,0.0000000000,0.6898605896,0.0000000000,absorb
