neutron_id,step,x_start,y_start,x_end,y_end,event
100,1,0.0000000000,0.0000000000,3.5000000000,0.0000000000,exit_right
200,1,0.0000000000,0.0000000000,0.3654007483,0.0000000000,scatter
200,2,0.3654007483,0.0000000000,0.0000000000,-0.0122297360,exit_left
300,1,0.0000000000,0.0000000000,0.4901053237,0.0000000000,scatter
300,2,0.4901053237,0.0000000000,1.1335335008,0.2000888127,absorb
400,1,0.0000000000,0.0000000000,1.2982018618,0.0000000000,absorb
500,1,0.0000000000,0.0000000000,3.5000000000,0.0000000000,exit_right
600,1,0.0000000000,0.0000000000,0.2626027248,0.0000000000,absorb
700,1,0.0000000000,0.0000000000,2.0175131041,0.0000000000,scatter
700,2,2.0175131041,0.0000000000,2.4093193137,-0.4746982366,scatter
700,3,2.4093193137,-0.4746982366,0.0000000000,0.1458607590,exit_left
800,1,0.0000000000,0.0000000000,0.1048143857,0.0000000000,scatter
800,2,0.1048143857,0.0000000000,0.0000000000,-0.0650969633,exit_left
900,1,0.0000000000,0.0000000000,0.8651717292,0.0000000000,scatter
900,2,0.8651717292,0.0000000000,0.4976182027,-0.0981251317,scatter
900,3,0.4976182027,-0.0981251317,0.0000000000,0.3479018813,exit_left
1000,1,0.0000000000,0.0000000000,0.7689420941,0.0000000000,absorb
1100,1,0.0000000000,0.0000000000,0.5042087562,0.0000000000,scatter
1100,2,0.5042087562,0.0000000000,1.1299141880,-0.4203005021,scatter
1100,3,1.1299141880,-0.4203005021,0.8107098789,-0.3520555476,scatter
1100,4,0.8107098789,-0.3520555476,2.1486597295,-2.0382211059,scatter
1100,5,2.1486597295,-2.0382211059,1.7980506328,-0.6928200289,absorb
1200,1,0.0000000000,0.0000000000,2.5332872877,0.0000000000,scatter
1200,2,2.5332872877,0.0000000000,1.6004517967,0.0450430085,absorb
1300,1,0.0000000000,0.0000000000,2.2577596166,0.0000000000,scatter
1300,2,2.2577596166,0.0000000000,1.8154361899,0.1171070783,scatter
1300,3,1.8154361899,0.1171070783,0.0000000000,-0.7243269340,exit_left
1400,1,0.0000000000,0.0000000000,0.1094040323,0.0000000000,scatter
1400,2,0.1094040323,0.0000000000,0.0000000000,0.1056744073,exit_left
1500,1,0.0000000000,0.0000000000,0.7830847273,0.0000000000,scatter
1500,2,0.7830847273,0.0000000000,3.3110765026,0.3100787458,scatter
1500,3,3.3110765026,0.3100787458,3.3648549427,-2.0735437187,scatter
1500,4,3.3648549427,-2.0735437187,3.5000000000,-2.1968347505,exit_right
1600,1,0.0000000000,0.0000000000,2.4996161411,0.0000000000,scatter
1600,2,2.4996161411,0.0000000000,2.5014834931,-0.0040406488,absorb
1700,1,0.0000000000,0.0000000000,0.4446496075,0.0000000000,scatter
1700,2,0.4446496075,0.0000000000,2.4572999794,1.3358084414,scatter
1700,3,2.4572999794,1.3358084414,3.5000000000,-0.8564339519,exit_right
1800,1,0.0000000000,0.0000000000,0.0229548116,0.0000000000,scatter
1800,2,0.0229548116,0.0000000000,3.4963932612,3.4119225562,scatter
1800,3,3.4963932612,3.4119225562,3.5000000000,3.4256899035,exit_right
1900,1,0.0000000000,0.0000000000,0.0429804109,0.0000000000,scatter
1900,2,0.0429804109,0.0000000000,0.0000000000,-0.0083513471,exit_left
2000,1,0.0000000000,0.0000000000,1.7031919162,0.0000000000,scatter
2000,2,1.7031919162,0.0000000000,3.5000000000,2.0408228470,exit_right
2100,1,0.0000000000,0.0000000000,1.9559808186,0.0000000000,scatter
2100,2,1.9559808186,0.0000000000,1.3588265164,-1.5539005417,scatter
2100,3,1.3588265164,-1.5539005417,2.1014879319,-0.4596668410,scatter
2100,4,2.1014879319,-0.4596668410,3.5000000000,-0.0759818431,exit_right
2200,1,0.0000000000,0.0000000000,2.0948641912,0.0000000000,scatter
2200,2,2.0948641912,0.0000000000,2.0757270280,-1.3350765173,scatter
2200,3,2.0757270280,-1.3350765173,0.4578664408,-2.8150983722,scatter
2200,4,0.4578664408,-2.8150983722,0.0000000000,-1.8101534757,exit_left
2300,1,0.0000000000,0.0000000000,0.3066764285,0.0000000000,absorb
2400,1,0.0000000000,0.0000000000,1.9385964998,0.0000000000,scatter
2400,2,1.9385964998,0.0000000000,2.2364078217,-0.0612434011,scatter
2400,3,2.2364078217,-0.0612434011,3.5000000000,-0.1220615347,exit_right
2500,1,0.0000000000,0.0000000000,1.7196005460,0.0000000000,scatter
2500,2,1.7196005460,0.0000000000,0.3708260236,-2.0850673098,absorb
2600,1,0.0000000000,0.0000000000,2.0105779742,0.0000000000,scatter
2600,2,2.0105779742,0.0000000000,2.1046955721,-0.1763058476,scatter
2600,3,2.1046955721,-0.1763058476,2.6643883614,1.5196789158,scatter
2600,4,2.6643883614,1.5196789158,3.0037615200,1.8456297193,scatter
2600,5,3.0037615200,1.8456297193,1.8137735373,1.2271124494,scatter
2600,6,1.8137735373,1.2271124494,1.3624368856,1.4538324811,scatter
2600,7,1.3624368856,1.4538324811,3.5000000000,3.1352945704,exit_right
