rows,cols,steps,threads,problem,avg_read_time_s,avg_compute_time_s,avg_write_time_s,speedup,efficiency,count
200,300,2000,12,120000000,0.0,0.08997912406921386,0.0,5.784907676156691,0.4820756396797243,5
200,300,2000,14,120000000,0.0,0.08210740089416504,0.0,6.339512880121399,0.4528223485800999,5
200,300,2000,16,120000000,0.0,0.0748826026916504,0.0,6.951159639378961,0.43444747746118506,5
200,300,2000,18,120000000,0.0,0.07081618309020996,0.0,7.3503103783323,0.4083505765740167,5
200,300,2000,20,120000000,0.0,0.06755657196044922,0.0,7.70496356485625,0.3852481782428125,5
300,100,1000,1,30000000,0.0,0.13097925186157228,0.0,1.0,1.0,5
300,100,1000,2,30000000,0.0,0.07155961990356445,0.0,1.8303514193910368,0.9151757096955184,5
300,100,1000,4,30000000,0.0,0.04734435081481934,0.0,2.7665233466581665,0.6916308366645416,5
300,100,1000,8,30000000,0.0,0.0331052303314209,0.0,3.9564519125927062,0.4945564890740883,5
300,100,1000,10,30000000,0.0,0.02775583267211914,0.0,4.7189811744737,0.47189811744737,5
300,100,1000,12,30000000,0.0,0.024538469314575196,0.0,5.337710766815194,0.4448092305679328,5
300,100,1000,14,30000000,0.0,0.022709989547729494,0.0,5.7674730138599895,0.41196235813285637,5
300,100,1000,16,30000000,0.0,0.020910215377807618,0.0,6.263888223771376,0.391493013985711,5
300,100,1000,18,30000000,0.0,0.020256233215332032,0.0,6.466120846319715,0.35922893590665084,5
300,100,1000,20,30000000,0.0,0.018880844116210938,0.0,6.937150217193657,0.34685751085968286,5
300,100,2000,1,60000000,0.0,0.26746439933776855,0.0,1.0,1.0,5
300,100,2000,2,60000000,0.0,0.13974976539611816,0.0,1.9138808468096213,0.9569404234048107,5
300,100,2000,4,60000000,0.0,0.08298397064208984,0.0,3.2230851002700684,0.8057712750675171,5
300,100,2000,8,60000000,0.0,0.05911245346069336,0.0,4.524670922610548,0.5655838653263185,5
300,100,2000,10,60000000,0.0,0.05378780364990234,0.0,4.972584511512289,0.4972584511512289,5
300,100,2000,12,60000000,0.0,0.04835224151611328,0.0,5.531582217313268,0.46096518477610565,5
300,100,2000,14,60000000,0.0,0.04294285774230957,0.0,6.228379139151899,0.4448842242251357,5
300,100,2000,16,60000000,0.0,0.0425199031829834,0.0,6.290334156847485,0.3931458848029678,5
300,100,2000,18,60000000,0.0,0.039140176773071286,0.0,6.833500034720996,0.3796388908178331,5
300,100,2000,20,60000000,0.0,0.03675422668457031,0.0,7.27710588589399,0.3638552942946995,5
300,200,1000,1,60000000,0.0,0.26372580528259276,0.0,1.0,1.0,5
300,200,1000,2,60000000,0.0,0.137483549118042,0.0,1.9182353596077186,0.9591176798038593,5
300,200,1000,4,60000000,0.0,0.08290319442749024,0.0,3.1811295946292604,0.7952823986573151,5
300,200,1000,8,60000000,0.0,0.05988178253173828,0.0,4.404107461944941,0.5505134327431176,5
300,200,1000,10,60000000,0.0,0.054271364212036134,0.0,4.859391487787669,0.4859391487787669,5
300,200,1000,12,60000000,0.0,0.045942068099975586,0.0,5.740399076260411,0.4783665896883676,5
300,200,1000,14,60000000,0.0,0.041017007827758786,0.0,6.429669526115773,0.45926210900826947,5
300,200,1000,16,60000000,0.0,0.0373349666595459,0.0,7.063775031259139,0.4414859394536962,5
300,200,1000,18,60000000,0.0,0.03505239486694336,0.0,7.52375996800444,0.41798666488913555,5
300,200,1000,20,60000000,0.0,0.03482379913330078,0.0,7.573148589362296,0.37865742946811476,5
300,200,2000,1,120000000,0.0,0.5219404220581054,0.0,1.0,1.0,5
300,200,2000,2,120000000,0.0,0.27132186889648435,0.0,1.9236946294853878,0.9618473147426939,5
300,200,2000,4,120000000,0.0,0.15532264709472657,0.0,3.3603626503982373,0.8400906625995593,5
300,200,2000,8,120000000,0.0,0.10994577407836914,0.0,4.747253147593169,0.5934066434491462,5
300,200,2000,10,120000000,0.0,0.10444869995117187,0.0,4.997098310482604,0.49970983104826044,5
300,200,2000,12,120000000,0.0,0.0907205581665039,0.0,5.75327613284921,0.4794396777374342,5
300,200,2000,14,120000000,0.0,0.08108220100402833,0.0,6.437176292638805,0.4597983066170575,5
300,200,2000,16,120000000,0.0,0.07175865173339843,0.0,7.273553912317727,0.45459711951985793,5
300,200,2000,18,120000000,0.0,0.06997642517089844,0.0,7.458803744023898,0.41437798577910545,5
300,200,2000,20,120000000,0.0,0.06578426361083985,0.0,7.934122743179887,0.39670613715899433,5
300,300,1000,1,90000000,0.0,0.3900972843170166,0.0,1.0,1.0,5
300,300,1000,2,90000000,0.0,0.20610785484313965,0.0,1.8926851895766121,0.9463425947883061,5
300,300,1000,4,90000000,0.0,0.11709976196289062,0.0,3.33132431507965,0.8328310787699125,5
300,300,1000,8,90000000,0.0,0.08339548110961914,0.0,4.677678923684767,0.5847098654605959,5
300,300,1000,10,90000000,0.0,0.07610478401184081,0.0,5.125791885255506,0.5125791885255506,5
300,300,1000,12,90000000,0.0,0.06646614074707032,0.0,5.869112903688654,0.4890927419740545,5
300,300,1000,14,90000000,0.0,0.05906839370727539,0.0,6.604162731260606,0.4717259093757576,5
300,300,1000,16,90000000,0.0,0.05496273040771484,0.0,7.09748735958468,0.4435929599740425,5
300,300,1000,18,90000000,0.0,0.05219378471374512,0.0,7.47401795935073,0.41522321996392947,5
300,300,1000,20,90000000,0.0,0.048814916610717775,0.0,7.991354106530771,0.39956770532653857,5
300,300,2000,1,180000000,0.0,0.7774410247802734,0.0,1.0,1.0,5
300,300,2000,2,180000000,0.0,0.4021912097930908,0.0,1.9330134668538173,0.9665067334269086,5
300,300,2000,4,180000000,0.0,0.22851347923278809,0.0,3.4021670292293327,0.8505417573073332,5
300,300,2000,8,180000000,0.0,0.15148305892944336,0.0,5.1321978198392735,0.6415247274799092,5
300,300,2000,10,180000000,0.0,0.15258922576904296,0.0,5.09499291881196,0.509499291881196,5
300,300,2000,12,180000000,0.0,0.1311999797821045,0.0,5.9256184800595175,0.4938015400049598,5
300,300,2000,14,180000000,0.0,0.11711263656616211,0.0,6.638404254019698,0.47417173242997845,5
300,300,2000,16,180000000,0.0,0.10801520347595214,0.0,7.197514792011277,0.4498446745007048,5
300,300,2000,18,180000000,0.0,0.10025882720947266,0.0,7.754339906210466,0.430796661456137,5
300,300,2000,20,180000000,0.0,0.09676332473754883,0.0,8.034459614620795,0.40172298073103974,5
