n,trials,total_mean_s,total_std_s,read_mean_s,compute_mean_s,write_mean_s
5000,21,0.09827776423809524,0.003460655528499807,0.059008748285714285,0.038859882095238094,8.504852380952381e-05
10000,6,0.38146249183333336,0.007462079289281442,0.22955575083333335,0.15177287516666665,0.0001008645
15000,5,0.8539725044,0.005984847621699657,0.5158062094,0.3380240726,0.000100473
20000,5,1.5155320634,0.046218723107944205,0.8795801822,0.6357736934,0.0001141912
25000,5,2.3566242816000003,0.013936324163428708,1.4157540332,0.9406765186,0.0001277254
30000,5,3.3039685094,0.013872809283303075,1.9523003964,1.351454934,0.0001351392
35000,5,4.5806118778,0.02112878633772938,2.7274570732,1.8529277716,0.00014101980000000001
40000,5,5.7893400714,0.04399421201559851,3.3777286984,2.4113557994,0.0001560508
