n,trial_index,total_s,read_s,compute_s,write_s
8000,1,0.233108982,0.137879276,0.095140328,5.7676e-05
8000,2,0.231402756,0.136452358,0.094832333,8.8858e-05
8000,3,0.231320801,0.136449691,0.094754784,8.5386e-05
8000,4,0.244457062,0.140372078,0.10397163,8.3784e-05
8000,5,0.242248058,0.138355426,0.103776727,8.5216e-05
8000,6,0.244031079,0.139732696,0.104159795,8.6667e-05
8000,7,0.237822654,0.138258127,0.099446628,8.6702e-05
8000,8,0.242237425,0.138106107,0.104015871,8.7202e-05
8000,9,0.241270614,0.138784738,0.102380184,7.5547e-05
9000,1,0.300823605,0.178918307,0.121819904,5.8206e-05
9000,2,0.312817119,0.181657212,0.131045337,8.9254e-05
9000,3,0.305931293,0.180630539,0.125186683,8.699e-05
9000,4,0.3128487,0.181464642,0.131270307,8.7393e-05
9000,5,0.297870836,0.176995495,0.120760343,8.7725e-05
9000,6,0.296052312,0.175826986,0.12010935,8.9357e-05
9000,7,0.312838922,0.181297752,0.131422781,8.8536e-05
10000,1,0.379135581,0.2303464,0.148701757,5.8563e-05
10000,2,0.361463776,0.212987086,0.148351139,9.5947e-05
10000,3,0.362513226,0.213667674,0.148721173,9.3448e-05
10000,4,0.380937085,0.218292579,0.162524112,8.5996e-05
10000,5,0.363219513,0.215060552,0.148035725,9.3809e-05
10000,6,0.386191491,0.22288651,0.163181079,9.244e-05
