N,P,trial,elapsed_seconds,absorbed,transmitted,reflected
800000,8,3,0.007929968000098597,372980,185961,241059
800000,8,4,0.008069397000326717,372119,186771,241110
800000,9,0,0.007902946999820415,372230,186825,240945
800000,9,1,0.008567345999836107,372161,185760,242079
800000,9,2,0.007549279999693681,372334,186278,241388
800000,9,3,0.008318690000123752,372678,186487,240835
800000,9,4,0.00843705899978886,372333,186554,241113
800000,10,0,0.006815020999965782,372370,186797,240833
800000,10,1,0.007940330000110407,372158,185756,242086
800000,10,2,0.0077991479997763236,372271,186296,241433
800000,10,3,0.007722327999999834,372787,186425,240788
800000,10,4,0.0076644680002573295,372300,186333,241367
800000,11,0,0.00723546900007932,372577,186597,240826
800000,11,1,0.007417500999963522,372209,185590,242201
800000,11,2,0.007165854000049876,372210,186090,241700
800000,11,3,0.007239088999995147,372482,186671,240847
800000,11,4,0.007278651999968133,372227,186169,241604
800000,12,0,0.006896764999964944,372522,186500,240978
800000,12,1,0.007442686000104004,372363,185616,242021
800000,12,2,0.006666201999905752,372396,185935,241669
800000,12,3,0.006955675999961386,372534,186701,240765
800000,12,4,0.007056070999624353,372517,185838,241645
800000,13,0,0.006713837999996031,372337,186407,241256
800000,13,1,0.0065215529998567945,372645,185472,241883
800000,13,2,0.006469145000210119,372131,186179,241690
800000,13,3,0.0067757080000774295,372666,186505,240829
800000,13,4,0.006327224999949976,372938,185760,241302
800000,14,0,0.006415883000045142,372387,186216,241397
800000,14,1,0.0061159030001363135,372672,185663,241665
800000,14,2,0.00620898799979841,372259,186113,241628
800000,14,3,0.006494272999589157,372621,186588,240791
800000,14,4,0.006412278999960108,372526,186006,241468
800000,15,0,0.0060741940001207695,372371,186110,241519
800000,15,1,0.005951165000169567,372717,185731,241552
800000,15,2,0.005774277999989863,372002,186299,241699
800000,15,3,0.006027360000189219,372367,186638,240995
800000,15,4,0.00598383200031094,372201,186147,241652
800000,16,0,0.0058016960001623374,372235,186251,241514
800000,16,1,0.0056455530002494925,372869,185739,241392
800000,16,2,0.00572208799985674,372084,186382,241534
800000,16,3,0.005581581999649643,372291,186485,241224
800000,16,4,0.005669995000062045,372353,186098,241549
800000,17,0,0.005483877000187931,372247,186337,241416
800000,17,1,0.005743744000028528,372929,185706,241365
800000,17,2,0.00543822600002386,372164,186311,241525
800000,17,3,0.0055906540001160465,372148,186625,241227
800000,17,4,0.005559188000006543,372492,185979,241529
800000,18,0,0.0053721569997833285,372439,186343,241218
800000,18,1,0.005446035000204574,372687,186091,241222
800000,18,2,0.005386601999816776,372088,186207,241705
800000,18,3,0.005293487999551871,371934,186599,241467
800000,18,4,0.0052930169999854115,372472,186007,241521
800000,19,0,0.0053976990002411185,372497,186323,241180
800000,19,1,0.005099663000237342,372815,186106,241079
800000,19,2,0.005142171999978018,372311,186004,241685
800000,19,3,0.0051121000001330685,371971,186467,241562
800000,19,4,0.00519432200007941,372041,186192,241767
800000,20,0,0.004982644999927288,372409,186428,241163
800000,20,1,0.0050246279997736565,373027,186045,240928
800000,20,2,0.004981686000064656,372430,185896,241674
800000,20,3,0.004963526999745227,372020,186334,241646
800000,20,4,0.005039484000008088,372302,186032,241666
